Last,First,LD%,FB%,GB%,K%,wOBA,bat_speed,ec angle (degrees),ec variance (degrees),bucket
Fahrni,Caine,23.36%,33.64%,40.19%,12.71%,0.360,62.175,93,9.44,launch pos lv1
